10,0.425314739562
20,0.438853644317
30,0.444041919076
40,0.448854117885
50,0.449854656942
60,0.449623560868
70,0.456329067556
80,0.456885936323
90,0.456993394858
100,0.458803519489
110,0.455820221589
120,0.457478619562
130,0.457497972004
140,0.459838096317
150,0.459847042926
160,0.460883382944
170,0.458067503287
180,0.457247008739
190,0.45849160282
200,0.45619814806
10,0.420296893434
20,0.435197485285
30,0.443680463231
40,0.44883522139
50,0.451866292418
60,0.455137348501
70,0.455548909895
80,0.455126872814
90,0.450967293898
100,0.458443163884
110,0.45819603054
120,0.45796591499
130,0.457194031586
140,0.458546942806
150,0.459417777733
160,0.457253118703
170,0.461017113376
180,0.46321625085
190,0.461165784986
200,0.456183608723
