1,0.38739477059
2,0.397321540194
3,0.401078566284
4,0.397668780787
5,0.401578401648
6,0.403073462024
7,0.408965308397
8,0.406962630982
9,0.407955485518
10,0.408875830084
11,0.409869722636
12,0.40909410587
13,0.409027210408
14,0.40756539767
15,0.408519599838
16,0.414661605744
17,0.409946728237
18,0.411388649515
19,0.411709911574
20,0.41457675212
21,0.415317206234
22,0.415190097263
23,0.41885872892
24,0.419528503834
25,0.41935542612
26,0.415990321623
27,0.423555148794
28,0.424567906329
29,0.422892995999
30,0.419354287986
31,0.425784037448
32,0.423438139212
33,0.421599393854
34,0.422348175107
35,0.423161961317
36,0.423715827445
37,0.425498001941
38,0.423532271661
39,0.425339361639
40,0.421775134202
41,0.425370367528
42,0.426601340578
43,0.426259925765
44,0.425796420803
45,0.423156372326
46,0.421332239183
47,0.422647851804
48,0.421654529346
49,0.421592358051
50,0.422837799968
60,0.420994535705
70,0.419356231244
80,0.417055603286
90,0.416458882236
100,0.413872766422
110,0.414713922746
120,0.410320266615
130,0.408358121426
140,0.409212084062
150,0.407860789396
160,0.411618117121
170,0.402216230929
180,0.4030070983
190,0.401433918464
200,0.404580172126
210,0.398548887855
220,0.397857332402
230,0.401933293056
240,0.400016159481
250,0.392278508931
260,0.398649354353
270,0.395560933686
280,0.390915409601
290,0.391174036747
